game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
201112260DAL,2012,DAL,DEN,0,Brendan Haywood,Delonte West,Dirk Nowitzki,Jason Kidd,Shawn Marion,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112260DAL,2012,DEN,DAL,6,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Brendan Haywood,Delonte West,Dirk Nowitzki,Jason Terry,Vince Carter
201112260DAL,2012,DEN,DAL,7,Andre Miller,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Brendan Haywood,Delonte West,Dirk Nowitzki,Jason Terry,Vince Carter
201112260DAL,2012,DEN,DAL,9,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,Brendan Haywood,Delonte West,Jason Terry,Lamar Odom,Vince Carter
201112260DAL,2012,DEN,DAL,11,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Delonte West,Ian Mahinmi,Jason Terry,Lamar Odom,Vince Carter
201112260DAL,2012,DEN,DAL,12,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez,Dirk Nowitzki,Jason Terry,Lamar Odom,Rodrigue Beaubois,Shawn Marion
201112260DAL,2012,DEN,DAL,16,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez,Dirk Nowitzki,Jason Kidd,Jason Terry,Lamar Odom,Shawn Marion
201112260DAL,2012,DEN,DAL,17,Al Harrington,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Dirk Nowitzki,Jason Kidd,Jason Terry,Lamar Odom,Shawn Marion
201112260DAL,2012,DEN,DAL,18,Al Harrington,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Brendan Haywood,Jason Kidd,Jason Terry,Lamar Odom,Shawn Marion
201112260DAL,2012,DEN,DAL,20,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Brendan Haywood,Jason Kidd,Jason Terry,Lamar Odom,Shawn Marion
201112260DAL,2012,DEN,DAL,21,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Brendan Haywood,Dirk Nowitzki,Jason Kidd,Shawn Marion,Vince Carter
201112260DAL,2012,DEN,DAL,23,Al Harrington,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Brendan Haywood,Dirk Nowitzki,Jason Kidd,Jason Terry,Lamar Odom
201112260DAL,2012,DEN,DAL,24,Al Harrington,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,Brendan Haywood,Dirk Nowitzki,Dominique Jones,Jason Kidd,Lamar Odom
201112260DAL,2012,DEN,DAL,25,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Brendan Haywood,Dirk Nowitzki,Jason Kidd,Jason Terry,Shawn Marion
201112260DAL,2012,DAL,DEN,29,Brian Cardinal,Dirk Nowitzki,Jason Kidd,Jason Terry,Shawn Marion,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112260DAL,2012,DAL,DEN,31,Brian Cardinal,Dirk Nowitzki,Jason Kidd,Jason Terry,Shawn Marion,Andre Miller,Arron Afflalo,Chris Andersen,Danilo Gallinari,Ty Lawson
201112260DAL,2012,DEN,DAL,32,Andre Miller,Arron Afflalo,Chris Andersen,Danilo Gallinari,Ty Lawson,Brian Cardinal,Dirk Nowitzki,Jason Kidd,Jason Terry,Lamar Odom
201112260DAL,2012,DAL,DEN,34,Delonte West,Lamar Odom,Rodrigue Beaubois,Sean Williams,Vince Carter,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Ty Lawson
201112260DAL,2012,DEN,DAL,35,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,Delonte West,Lamar Odom,Rodrigue Beaubois,Sean Williams,Vince Carter
201112260DAL,2012,DAL,DEN,36,Delonte West,Lamar Odom,Rodrigue Beaubois,Sean Williams,Vince Carter,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez
201112260DAL,2012,DAL,DEN,42,Delonte West,Lamar Odom,Rodrigue Beaubois,Sean Williams,Vince Carter,Arron Afflalo,Chris Andersen,Corey Brewer,Rudy Fernandez,Ty Lawson
201112260DAL,2012,DEN,DAL,46,Arron Afflalo,Corey Brewer,Kosta Koufos,Rudy Fernandez,Ty Lawson,Delonte West,Dominique Jones,Ian Mahinmi,Lamar Odom,Vince Carter
201112280DEN,2012,UTA,DEN,0,Al Jefferson,Derrick Favors,Devin Harris,Gordon Hayward,Raja Bell,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112280DEN,2012,DEN,UTA,5,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Paul Millsap,Raja Bell
201112280DEN,2012,DEN,UTA,7,Andre Miller,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Paul Millsap,Raja Bell
201112280DEN,2012,DEN,UTA,8,Al Harrington,Andre Miller,Nene Hilario,Rudy Fernandez,Ty Lawson,Al Jefferson,C.J. Miles,Earl Watson,Paul Millsap,Raja Bell
201112280DEN,2012,UTA,DEN,10,C.J. Miles,Earl Watson,Enes Kanter,Josh Howard,Paul Millsap,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson
201112280DEN,2012,UTA,DEN,13,C.J. Miles,Earl Watson,Enes Kanter,Josh Howard,Paul Millsap,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez
201112280DEN,2012,DEN,UTA,16,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez,Al Jefferson,C.J. Miles,Earl Watson,Josh Howard,Paul Millsap
201112280DEN,2012,UTA,DEN,17,Al Jefferson,Devin Harris,Gordon Hayward,Jeremy Evans,Raja Bell,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez
201112280DEN,2012,DEN,UTA,20,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Jeremy Evans,Raja Bell
201112280DEN,2012,UTA,DEN,21,Al Jefferson,Devin Harris,Gordon Hayward,Jeremy Evans,Raja Bell,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson
201112280DEN,2012,DEN,UTA,22,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Paul Millsap,Raja Bell
201112280DEN,2012,DEN,UTA,23,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Al Jefferson,C.J. Miles,Devin Harris,Gordon Hayward,Paul Millsap
201112280DEN,2012,UTA,DEN,24,Al Jefferson,C.J. Miles,Devin Harris,Gordon Hayward,Paul Millsap,Arron Afflalo,Nene Hilario,Rudy Fernandez,Timofey Mozgov,Ty Lawson
201112280DEN,2012,DEN,UTA,25,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al Jefferson,Derrick Favors,Devin Harris,Gordon Hayward,Raja Bell
201112280DEN,2012,UTA,DEN,30,Al Jefferson,C.J. Miles,Derrick Favors,Devin Harris,Gordon Hayward,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112280DEN,2012,DEN,UTA,32,Al Harrington,Andre Miller,Danilo Gallinari,Timofey Mozgov,Ty Lawson,Al Jefferson,C.J. Miles,Derrick Favors,Earl Watson,Gordon Hayward
201112280DEN,2012,DEN,UTA,33,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov,C.J. Miles,Derrick Favors,Earl Watson,Enes Kanter,Gordon Hayward
201112280DEN,2012,DEN,UTA,34,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,C.J. Miles,Earl Watson,Enes Kanter,Gordon Hayward,Paul Millsap
201112280DEN,2012,UTA,DEN,37,Al Jefferson,C.J. Miles,Earl Watson,Josh Howard,Paul Millsap,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez
201112280DEN,2012,UTA,DEN,39,Al Jefferson,Alec Burks,Jamaal Tinsley,Josh Howard,Paul Millsap,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez
201112280DEN,2012,UTA,DEN,40,Al Jefferson,Alec Burks,Jamaal Tinsley,Josh Howard,Paul Millsap,Andre Miller,Chris Andersen,Corey Brewer,Kenneth Faried,Rudy Fernandez
201112280DEN,2012,DEN,UTA,41,Andre Miller,Corey Brewer,Kenneth Faried,Kosta Koufos,Rudy Fernandez,Alec Burks,Derrick Favors,Jamaal Tinsley,Jeremy Evans,Josh Howard
201112280DEN,2012,DEN,UTA,43,Corey Brewer,DeMarre Carroll,Kenneth Faried,Kosta Koufos,Rudy Fernandez,Alec Burks,Derrick Favors,Jamaal Tinsley,Jeremy Evans,Josh Howard
201112280DEN,2012,UTA,DEN,45,Alec Burks,Enes Kanter,Jamaal Tinsley,Jeremy Evans,Josh Howard,Corey Brewer,DeMarre Carroll,Kenneth Faried,Kosta Koufos,Rudy Fernandez
201112290POR,2012,POR,DEN,0,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112290POR,2012,DEN,POR,4,Al Harrington,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews
201112290POR,2012,DEN,POR,7,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton
201112290POR,2012,POR,DEN,9,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez
201112290POR,2012,DEN,POR,10,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews
201112290POR,2012,DEN,POR,11,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews
201112290POR,2012,DEN,POR,15,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,Jamal Crawford,Kurt Thomas,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews
201112290POR,2012,DEN,POR,16,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews
201112290POR,2012,POR,DEN,17,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Ty Lawson
201112290POR,2012,DEN,POR,19,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Ty Lawson,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton
201112290POR,2012,DEN,POR,20,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton
201112290POR,2012,POR,DEN,21,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Nicolas Batum,Raymond Felton,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201112290POR,2012,DEN,POR,23,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,Gerald Wallace,Kurt Thomas,LaMarcus Aldridge,Nicolas Batum,Raymond Felton
201112290POR,2012,POR,DEN,24,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112290POR,2012,POR,DEN,32,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Wesley Matthews,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson
201112290POR,2012,DEN,POR,35,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews
201112290POR,2012,DEN,POR,36,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews
201112290POR,2012,DEN,POR,37,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Raymond Felton
201112290POR,2012,DEN,POR,38,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews
201112290POR,2012,POR,DEN,40,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Ty Lawson
201112290POR,2012,POR,DEN,41,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson
201112290POR,2012,DEN,POR,44,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Wesley Matthews
201112290POR,2012,POR,DEN,46,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Raymond Felton,Wesley Matthews,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201112310LAL,2012,LAL,DEN,0,Andrew Bynum,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112310LAL,2012,DEN,LAL,7,Andre Miller,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Troy Murphy
201112310LAL,2012,DEN,LAL,10,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Andrew Bynum,Kobe Bryant,Metta World Peace,Steve Blake,Troy Murphy
201112310LAL,2012,LAL,DEN,11,Jason Kapono,Josh McRoberts,Metta World Peace,Pau Gasol,Steve Blake,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez
201112310LAL,2012,DEN,LAL,12,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Jason Kapono,Josh McRoberts,Metta World Peace,Pau Gasol,Steve Blake
201112310LAL,2012,DEN,LAL,15,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez,Jason Kapono,Josh McRoberts,Metta World Peace,Pau Gasol,Steve Blake
201112310LAL,2012,LAL,DEN,17,Derek Fisher,Josh McRoberts,Kobe Bryant,Metta World Peace,Pau Gasol,Al Harrington,Andre Miller,Arron Afflalo,Nene Hilario,Ty Lawson
201112310LAL,2012,LAL,DEN,20,Andrew Bynum,Derek Fisher,Jason Kapono,Josh McRoberts,Kobe Bryant,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201112310LAL,2012,DEN,LAL,22,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,Andrew Bynum,Derek Fisher,Jason Kapono,Kobe Bryant,Pau Gasol
201112310LAL,2012,DEN,LAL,23,Andre Miller,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Andrew Bynum,Derek Fisher,Jason Kapono,Kobe Bryant,Pau Gasol
201112310LAL,2012,LAL,DEN,24,Andrew Bynum,Derek Fisher,Jason Kapono,Kobe Bryant,Pau Gasol,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112310LAL,2012,LAL,DEN,25,Andrew Bynum,Kobe Bryant,Matt Barnes,Pau Gasol,Steve Blake,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201112310LAL,2012,LAL,DEN,30,Andrew Bynum,Kobe Bryant,Matt Barnes,Pau Gasol,Steve Blake,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson
201112310LAL,2012,DEN,LAL,31,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,Jason Kapono,Josh McRoberts,Metta World Peace,Pau Gasol,Steve Blake
201112310LAL,2012,DEN,LAL,34,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov,Jason Kapono,Josh McRoberts,Metta World Peace,Pau Gasol,Steve Blake
201112310LAL,2012,LAL,DEN,35,Andrew Bynum,Jason Kapono,Josh McRoberts,Metta World Peace,Steve Blake,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov
201112310LAL,2012,DEN,LAL,37,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Timofey Mozgov,Andrew Bynum,Jason Kapono,Josh McRoberts,Metta World Peace,Steve Blake
201112310LAL,2012,LAL,DEN,40,Andrew Bynum,Jason Kapono,Josh McRoberts,Kobe Bryant,Steve Blake,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Timofey Mozgov
201112310LAL,2012,DEN,LAL,41,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Timofey Mozgov,Jason Kapono,Josh McRoberts,Kobe Bryant,Pau Gasol,Steve Blake
201112310LAL,2012,DEN,LAL,42,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Timofey Mozgov,Derek Fisher,Jason Kapono,Josh McRoberts,Kobe Bryant,Pau Gasol
201112310LAL,2012,DEN,LAL,43,Al Harrington,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Andrew Bynum,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol
201112310LAL,2012,LAL,DEN,45,Andrew Bynum,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson
201201010DEN,2012,LAL,DEN,0,Andrew Bynum,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201201010DEN,2012,DEN,LAL,3,Al Harrington,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,Andrew Bynum,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol
201201010DEN,2012,DEN,LAL,5,Al Harrington,Arron Afflalo,Chris Andersen,Danilo Gallinari,Ty Lawson,Andrew Bynum,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol
201201010DEN,2012,DEN,LAL,8,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Ty Lawson,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Troy Murphy
201201010DEN,2012,LAL,DEN,9,Kobe Bryant,Metta World Peace,Pau Gasol,Steve Blake,Troy Murphy,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Ty Lawson
201201010DEN,2012,LAL,DEN,10,Andrew Bynum,Kobe Bryant,Metta World Peace,Steve Blake,Troy Murphy,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Ty Lawson
201201010DEN,2012,DEN,LAL,11,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,Josh McRoberts,Kobe Bryant,Metta World Peace,Steve Blake,Troy Murphy
201201010DEN,2012,LAL,DEN,13,Jason Kapono,Josh McRoberts,Metta World Peace,Steve Blake,Troy Murphy,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson
201201010DEN,2012,LAL,DEN,14,Jason Kapono,Josh McRoberts,Metta World Peace,Steve Blake,Troy Murphy,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez
201201010DEN,2012,LAL,DEN,15,Jason Kapono,Josh McRoberts,Metta World Peace,Pau Gasol,Steve Blake,Al Harrington,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez
201201010DEN,2012,DEN,LAL,17,Al Harrington,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Andrew Bynum,Jason Kapono,Metta World Peace,Pau Gasol,Steve Blake
201201010DEN,2012,LAL,DEN,18,Andrew Bynum,Kobe Bryant,Metta World Peace,Pau Gasol,Steve Blake,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201201010DEN,2012,LAL,DEN,20,Andrew Bynum,Kobe Bryant,Metta World Peace,Pau Gasol,Steve Blake,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201201010DEN,2012,DEN,LAL,21,Al Harrington,Arron Afflalo,Chris Andersen,Danilo Gallinari,Ty Lawson,Derek Fisher,Josh McRoberts,Kobe Bryant,Matt Barnes,Pau Gasol
201201010DEN,2012,DEN,LAL,23,Al Harrington,Arron Afflalo,Chris Andersen,Danilo Gallinari,Ty Lawson,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Troy Murphy
201201010DEN,2012,LAL,DEN,24,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Troy Murphy,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201201010DEN,2012,LAL,DEN,25,Andrew Bynum,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201201010DEN,2012,LAL,DEN,27,Andrew Bynum,Derek Fisher,Kobe Bryant,Matt Barnes,Pau Gasol,Al Harrington,Arron Afflalo,Danilo Gallinari,Timofey Mozgov,Ty Lawson
201201010DEN,2012,LAL,DEN,31,Josh McRoberts,Kobe Bryant,Matt Barnes,Pau Gasol,Steve Blake,Al Harrington,Andre Miller,Danilo Gallinari,Timofey Mozgov,Ty Lawson
201201010DEN,2012,LAL,DEN,32,Josh McRoberts,Kobe Bryant,Metta World Peace,Pau Gasol,Steve Blake,Al Harrington,Andre Miller,Danilo Gallinari,Timofey Mozgov,Ty Lawson
201201010DEN,2012,LAL,DEN,35,Andrew Bynum,Jason Kapono,Metta World Peace,Steve Blake,Troy Murphy,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov
201201010DEN,2012,LAL,DEN,36,Andrew Bynum,Jason Kapono,Metta World Peace,Steve Blake,Troy Murphy,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez
201201010DEN,2012,LAL,DEN,38,Andrew Bynum,Jason Kapono,Metta World Peace,Steve Blake,Troy Murphy,Andre Miller,Arron Afflalo,Chris Andersen,Nene Hilario,Rudy Fernandez
201201010DEN,2012,DEN,LAL,40,Andre Miller,Arron Afflalo,Chris Andersen,Nene Hilario,Rudy Fernandez,Josh McRoberts,Kobe Bryant,Matt Barnes,Pau Gasol,Steve Blake
201201010DEN,2012,LAL,DEN,42,Josh McRoberts,Kobe Bryant,Matt Barnes,Pau Gasol,Steve Blake,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201201010DEN,2012,LAL,DEN,43,Andrew Bynum,Derek Fisher,Kobe Bryant,Metta World Peace,Pau Gasol,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201201010DEN,2012,DEN,LAL,45,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,Andrew Bynum,Derek Fisher,Kobe Bryant,Metta World Peace,Pau Gasol
201201010DEN,2012,DEN,LAL,46,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,Andrew Bynum,Kobe Bryant,Metta World Peace,Pau Gasol,Steve Blake
201201020DEN,2012,MIL,DEN,0,Andrew Bogut,Brandon Jennings,Carlos Delfino,Ersan Ilyasova,Stephen Jackson,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Timofey Mozgov,Ty Lawson
201201020DEN,2012,MIL,DEN,7,Brandon Jennings,Carlos Delfino,Drew Gooden,Jon Leuer,Stephen Jackson,Al Harrington,Arron Afflalo,Chris Andersen,Danilo Gallinari,Ty Lawson
201201020DEN,2012,MIL,DEN,9,Beno Udrih,Drew Gooden,Jon Leuer,Shaun Livingston,Stephen Jackson,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson
201201020DEN,2012,DEN,MIL,11,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,Beno Udrih,Carlos Delfino,Drew Gooden,Luc Mbah a Moute,Shaun Livingston
201201020DEN,2012,MIL,DEN,13,Andrew Bogut,Beno Udrih,Carlos Delfino,Luc Mbah a Moute,Shaun Livingston,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez
201201020DEN,2012,MIL,DEN,15,Andrew Bogut,Beno Udrih,Carlos Delfino,Luc Mbah a Moute,Shaun Livingston,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Timofey Mozgov
201201020DEN,2012,MIL,DEN,17,Andrew Bogut,Brandon Jennings,Carlos Delfino,Ersan Ilyasova,Shaun Livingston,Andre Miller,Arron Afflalo,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov
201201020DEN,2012,DEN,MIL,19,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Rudy Fernandez,Ty Lawson,Brandon Jennings,Carlos Delfino,Jon Leuer,Luc Mbah a Moute,Stephen Jackson
201201020DEN,2012,DEN,MIL,20,Arron Afflalo,Corey Brewer,Danilo Gallinari,Kosta Koufos,Ty Lawson,Brandon Jennings,Carlos Delfino,Jon Leuer,Luc Mbah a Moute,Stephen Jackson
201201020DEN,2012,MIL,DEN,22,Beno Udrih,Carlos Delfino,Jon Leuer,Larry Sanders,Stephen Jackson,Arron Afflalo,Corey Brewer,Danilo Gallinari,Kosta Koufos,Ty Lawson
201201020DEN,2012,MIL,DEN,23,Beno Udrih,Carlos Delfino,Jon Leuer,Larry Sanders,Stephen Jackson,Andre Miller,Corey Brewer,Danilo Gallinari,Kosta Koufos,Ty Lawson
201201020DEN,2012,MIL,DEN,25,Andrew Bogut,Brandon Jennings,Carlos Delfino,Ersan Ilyasova,Stephen Jackson,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Timofey Mozgov,Ty Lawson
201201020DEN,2012,DEN,MIL,30,Al Harrington,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Ty Lawson,Andrew Bogut,Brandon Jennings,Carlos Delfino,Ersan Ilyasova,Stephen Jackson
201201020DEN,2012,MIL,DEN,31,Andrew Bogut,Beno Udrih,Brandon Jennings,Ersan Ilyasova,Stephen Jackson,Al Harrington,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Ty Lawson
