game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
201201020DEN,2012,MIL,DEN,32,Andrew Bogut,Beno Udrih,Brandon Jennings,Ersan Ilyasova,Stephen Jackson,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Ty Lawson
201201020DEN,2012,MIL,DEN,34,Andrew Bogut,Brandon Jennings,Carlos Delfino,Luc Mbah a Moute,Stephen Jackson,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez
201201020DEN,2012,MIL,DEN,35,Andrew Bogut,Brandon Jennings,Carlos Delfino,Luc Mbah a Moute,Stephen Jackson,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez
201201020DEN,2012,DEN,MIL,36,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,Brandon Jennings,Carlos Delfino,Jon Leuer,Luc Mbah a Moute,Stephen Jackson
201201020DEN,2012,MIL,DEN,37,Brandon Jennings,Carlos Delfino,Jon Leuer,Luc Mbah a Moute,Shaun Livingston,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez
201201020DEN,2012,MIL,DEN,39,Brandon Jennings,Carlos Delfino,Jon Leuer,Luc Mbah a Moute,Shaun Livingston,Al Harrington,Andre Miller,Corey Brewer,Danilo Gallinari,Rudy Fernandez
201201020DEN,2012,MIL,DEN,40,Andrew Bogut,Brandon Jennings,Carlos Delfino,Luc Mbah a Moute,Shaun Livingston,Al Harrington,Andre Miller,Corey Brewer,Danilo Gallinari,Rudy Fernandez
201201020DEN,2012,DEN,MIL,41,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Ty Lawson,Andrew Bogut,Brandon Jennings,Luc Mbah a Moute,Shaun Livingston,Stephen Jackson
201201020DEN,2012,MIL,DEN,44,Andrew Bogut,Brandon Jennings,Carlos Delfino,Luc Mbah a Moute,Stephen Jackson,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Ty Lawson
201201020DEN,2012,MIL,DEN,45,Andrew Bogut,Brandon Jennings,Carlos Delfino,Luc Mbah a Moute,Stephen Jackson,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Ty Lawson
201201020DEN,2012,MIL,DEN,46,Andrew Bogut,Brandon Jennings,Carlos Delfino,Ersan Ilyasova,Stephen Jackson,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Ty Lawson
201201040DEN,2012,DEN,SAC,0,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Timofey Mozgov,Ty Lawson,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201040DEN,2012,DEN,SAC,7,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Timofey Mozgov,Ty Lawson,Chuck Hayes,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201040DEN,2012,DEN,SAC,9,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,John Salmons,Marcus Thornton
201201040DEN,2012,SAC,DEN,11,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,John Salmons,Marcus Thornton,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez
201201040DEN,2012,DEN,SAC,12,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,John Salmons,Marcus Thornton
201201040DEN,2012,DEN,SAC,13,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,DeMarcus Cousins,Francisco Garcia,Jason Thompson,Jimmer Fredette,Tyreke Evans
201201040DEN,2012,DEN,SAC,15,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,Chuck Hayes,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Tyreke Evans
201201040DEN,2012,SAC,DEN,17,Chuck Hayes,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Tyreke Evans,Andre Miller,Arron Afflalo,Chris Andersen,Corey Brewer,Rudy Fernandez
201201040DEN,2012,SAC,DEN,18,DeMarcus Cousins,Jimmer Fredette,John Salmons,Marcus Thornton,Tyreke Evans,Andre Miller,Arron Afflalo,Chris Andersen,Corey Brewer,Rudy Fernandez
201201040DEN,2012,DEN,SAC,20,Arron Afflalo,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov,Ty Lawson,DeMarcus Cousins,Jimmer Fredette,John Salmons,Marcus Thornton,Tyreke Evans
201201040DEN,2012,DEN,SAC,21,Al Harrington,Arron Afflalo,Danilo Gallinari,Timofey Mozgov,Ty Lawson,DeMarcus Cousins,Isaiah Thomas,John Salmons,Marcus Thornton,Tyreke Evans
201201040DEN,2012,DEN,SAC,24,Al Harrington,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Ty Lawson,DeMarcus Cousins,Isaiah Thomas,John Salmons,Marcus Thornton,Tyreke Evans
201201040DEN,2012,SAC,DEN,25,Chuck Hayes,Isaiah Thomas,J.J. Hickson,John Salmons,Marcus Thornton,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Timofey Mozgov,Ty Lawson
201201040DEN,2012,DEN,SAC,30,Andre Miller,Danilo Gallinari,Kosta Koufos,Rudy Fernandez,Timofey Mozgov,Chuck Hayes,Isaiah Thomas,J.J. Hickson,John Salmons,Marcus Thornton
201201040DEN,2012,DEN,SAC,32,Al Harrington,Andre Miller,Danilo Gallinari,Kosta Koufos,Rudy Fernandez,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,John Salmons,Marcus Thornton
201201040DEN,2012,DEN,SAC,34,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Tyreke Evans
201201040DEN,2012,DEN,SAC,37,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Marcus Thornton
201201040DEN,2012,DEN,SAC,39,Chris Andersen,Corey Brewer,Kenneth Faried,Rudy Fernandez,Ty Lawson,Chuck Hayes,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Marcus Thornton
201201040DEN,2012,SAC,DEN,41,Chuck Hayes,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Marcus Thornton,Chris Andersen,Corey Brewer,DeMarre Carroll,Kenneth Faried,Rudy Fernandez
201201040DEN,2012,SAC,DEN,43,Chuck Hayes,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Travis Outlaw,Corey Brewer,DeMarre Carroll,Kenneth Faried,Kosta Koufos,Rudy Fernandez
201201040DEN,2012,DEN,SAC,44,Corey Brewer,DeMarre Carroll,Kenneth Faried,Kosta Koufos,Rudy Fernandez,DeMarcus Cousins,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Travis Outlaw
201201060NOH,2012,DEN,NOH,0,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al-Farouq Aminu,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli
201201060NOH,2012,DEN,NOH,7,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Carl Landry,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli
201201060NOH,2012,DEN,NOH,9,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Carl Landry,Chris Kaman,Jarrett Jack,Jason Smith,Marco Belinelli
201201060NOH,2012,DEN,NOH,10,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Carl Landry,Chris Kaman,Greivis Vasquez,Jason Smith,Marco Belinelli
201201060NOH,2012,DEN,NOH,12,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,Carl Landry,Greivis Vasquez,Jarrett Jack,Jason Smith,Marco Belinelli
201201060NOH,2012,DEN,NOH,15,Al Harrington,Andre Miller,Nene Hilario,Rudy Fernandez,Ty Lawson,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Jason Smith,Trey Johnson
201201060NOH,2012,DEN,NOH,16,Arron Afflalo,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Jason Smith,Trey Johnson
201201060NOH,2012,DEN,NOH,18,Arron Afflalo,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Jason Smith,Marco Belinelli
201201060NOH,2012,DEN,NOH,19,Arron Afflalo,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Al-Farouq Aminu,Chris Kaman,Greivis Vasquez,Jason Smith,Marco Belinelli
201201060NOH,2012,DEN,NOH,21,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Ty Lawson,Al-Farouq Aminu,Chris Kaman,Jarrett Jack,Jason Smith,Marco Belinelli
201201060NOH,2012,DEN,NOH,23,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Al-Farouq Aminu,Chris Kaman,Jarrett Jack,Jason Smith,Marco Belinelli
201201060NOH,2012,DEN,NOH,25,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al-Farouq Aminu,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli
201201060NOH,2012,DEN,NOH,32,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Carl Landry,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Jason Smith
201201060NOH,2012,DEN,NOH,35,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Carl Landry,Chris Kaman,Greivis Vasquez,Jason Smith,Marco Belinelli
201201060NOH,2012,DEN,NOH,37,Al Harrington,Andre Miller,Danilo Gallinari,Kosta Koufos,Rudy Fernandez,Al-Farouq Aminu,Carl Landry,Chris Kaman,Greivis Vasquez,Marco Belinelli
201201060NOH,2012,DEN,NOH,38,Al Harrington,Andre Miller,Kosta Koufos,Rudy Fernandez,Ty Lawson,Al-Farouq Aminu,Carl Landry,Chris Kaman,Jarrett Jack,Marco Belinelli
201201060NOH,2012,DEN,NOH,39,Al Harrington,Andre Miller,Kosta Koufos,Rudy Fernandez,Ty Lawson,Carl Landry,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Marco Belinelli
201201060NOH,2012,DEN,NOH,42,Andre Miller,Danilo Gallinari,Kosta Koufos,Rudy Fernandez,Ty Lawson,Carl Landry,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Marco Belinelli
201201060NOH,2012,DEN,NOH,43,Andre Miller,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Ty Lawson,Carl Landry,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Marco Belinelli
201201060NOH,2012,DEN,NOH,46,Andre Miller,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Ty Lawson,Carl Landry,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Trey Johnson
201201070SAS,2012,SAS,DEN,0,DeJuan Blair,Gary Neal,Richard Jefferson,Tim Duncan,Tony Parker,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Timofey Mozgov,Ty Lawson
201201070SAS,2012,SAS,DEN,6,Danny Green,DeJuan Blair,Richard Jefferson,Tim Duncan,Tony Parker,Arron Afflalo,Danilo Gallinari,Kosta Koufos,Timofey Mozgov,Ty Lawson
201201070SAS,2012,DEN,SAS,8,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Timofey Mozgov,Danny Green,DeJuan Blair,Richard Jefferson,Tim Duncan,Tony Parker
201201070SAS,2012,SAS,DEN,9,Danny Green,Kawhi Leonard,Matt Bonner,T.J. Ford,Tiago Splitter,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez
201201070SAS,2012,SAS,DEN,12,Danny Green,Kawhi Leonard,Matt Bonner,T.J. Ford,Tiago Splitter,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez
201201070SAS,2012,SAS,DEN,14,Danny Green,Kawhi Leonard,Matt Bonner,T.J. Ford,Tiago Splitter,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Ty Lawson
201201070SAS,2012,DEN,SAS,16,Al Harrington,Arron Afflalo,Danilo Gallinari,Rudy Fernandez,Ty Lawson,Danny Green,DeJuan Blair,Richard Jefferson,T.J. Ford,Tiago Splitter
201201070SAS,2012,DEN,SAS,19,Arron Afflalo,Corey Brewer,Danilo Gallinari,Rudy Fernandez,Ty Lawson,DeJuan Blair,Gary Neal,Kawhi Leonard,Richard Jefferson,T.J. Ford
201201070SAS,2012,DEN,SAS,21,Arron Afflalo,Corey Brewer,Danilo Gallinari,Rudy Fernandez,Ty Lawson,DeJuan Blair,Gary Neal,Kawhi Leonard,Richard Jefferson,Tony Parker
201201070SAS,2012,SAS,DEN,22,Danny Green,DeJuan Blair,Gary Neal,Richard Jefferson,Tony Parker,Arron Afflalo,Corey Brewer,Danilo Gallinari,Rudy Fernandez,Ty Lawson
201201070SAS,2012,DEN,SAS,25,Andre Miller,Arron Afflalo,Danilo Gallinari,Timofey Mozgov,Ty Lawson,DeJuan Blair,Gary Neal,Richard Jefferson,Tim Duncan,Tony Parker
201201070SAS,2012,DEN,SAS,30,Andre Miller,Arron Afflalo,Danilo Gallinari,Timofey Mozgov,Ty Lawson,Danny Green,DeJuan Blair,Richard Jefferson,Tim Duncan,Tony Parker
201201070SAS,2012,DEN,SAS,33,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov,Danny Green,Kawhi Leonard,T.J. Ford,Tiago Splitter,Tim Duncan
201201070SAS,2012,SAS,DEN,34,Danny Green,James Anderson,Kawhi Leonard,T.J. Ford,Tiago Splitter,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov
201201070SAS,2012,SAS,DEN,35,Danny Green,James Anderson,Kawhi Leonard,T.J. Ford,Tiago Splitter,Al Harrington,Andre Miller,Corey Brewer,Danilo Gallinari,Rudy Fernandez
201201070SAS,2012,DEN,SAS,36,Al Harrington,Andre Miller,Arron Afflalo,Corey Brewer,Rudy Fernandez,Danny Green,James Anderson,Kawhi Leonard,T.J. Ford,Tiago Splitter
201201070SAS,2012,DEN,SAS,37,Al Harrington,Arron Afflalo,Corey Brewer,Rudy Fernandez,Ty Lawson,Danny Green,James Anderson,Kawhi Leonard,Tiago Splitter,Tony Parker
201201070SAS,2012,SAS,DEN,38,Danny Green,Kawhi Leonard,Richard Jefferson,Tiago Splitter,Tony Parker,Al Harrington,Arron Afflalo,Corey Brewer,Rudy Fernandez,Ty Lawson
201201070SAS,2012,DEN,SAS,40,Al Harrington,Arron Afflalo,Danilo Gallinari,Rudy Fernandez,Ty Lawson,Danny Green,Kawhi Leonard,Richard Jefferson,Tiago Splitter,Tony Parker
201201070SAS,2012,DEN,SAS,41,Al Harrington,Arron Afflalo,Danilo Gallinari,Rudy Fernandez,Ty Lawson,Danny Green,Gary Neal,Richard Jefferson,Tim Duncan,Tony Parker
201201070SAS,2012,SAS,DEN,43,Danny Green,DeJuan Blair,Richard Jefferson,T.J. Ford,Tony Parker,Al Harrington,Arron Afflalo,Danilo Gallinari,Rudy Fernandez,Ty Lawson
201201070SAS,2012,DEN,SAS,44,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Ty Lawson,Danny Green,DeJuan Blair,Richard Jefferson,T.J. Ford,Tony Parker
201201090DEN,2012,NOH,DEN,0,Al-Farouq Aminu,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
201201090DEN,2012,DEN,NOH,5,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al-Farouq Aminu,Carl Landry,Chris Kaman,Jarrett Jack,Marco Belinelli
201201090DEN,2012,NOH,DEN,7,Al-Farouq Aminu,Carl Landry,Chris Kaman,Greivis Vasquez,Marco Belinelli,Al Harrington,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201201090DEN,2012,NOH,DEN,10,Carl Landry,Chris Kaman,DaJuan Summers,Greivis Vasquez,Marco Belinelli,Al Harrington,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Ty Lawson
201201090DEN,2012,NOH,DEN,11,Carl Landry,Chris Kaman,DaJuan Summers,Greivis Vasquez,Marco Belinelli,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez
201201090DEN,2012,NOH,DEN,13,Al-Farouq Aminu,Carl Landry,DaJuan Summers,Emeka Okafor,Greivis Vasquez,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez
201201090DEN,2012,NOH,DEN,14,Al-Farouq Aminu,Carl Landry,DaJuan Summers,Emeka Okafor,Greivis Vasquez,Al Harrington,Andre Miller,Corey Brewer,Nene Hilario,Rudy Fernandez
201201090DEN,2012,NOH,DEN,15,Al-Farouq Aminu,Carl Landry,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Al Harrington,Andre Miller,Corey Brewer,Nene Hilario,Rudy Fernandez
201201090DEN,2012,DEN,NOH,17,Andre Miller,Corey Brewer,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Al-Farouq Aminu,Carl Landry,Emeka Okafor,Jarrett Jack,Marco Belinelli
201201090DEN,2012,NOH,DEN,18,Al-Farouq Aminu,Carl Landry,Emeka Okafor,Jarrett Jack,Marco Belinelli,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201201090DEN,2012,NOH,DEN,20,Carl Landry,Carldell Johnson,DaJuan Summers,Gustavo Ayon,Jarrett Jack,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
201201090DEN,2012,NOH,DEN,22,Carl Landry,Carldell Johnson,DaJuan Summers,Gustavo Ayon,Jarrett Jack,Andre Miller,Arron Afflalo,Danilo Gallinari,Timofey Mozgov,Ty Lawson
201201090DEN,2012,DEN,NOH,23,Andre Miller,Arron Afflalo,Danilo Gallinari,Timofey Mozgov,Ty Lawson,Al-Farouq Aminu,Carl Landry,Carldell Johnson,Gustavo Ayon,Jarrett Jack
201201090DEN,2012,NOH,DEN,25,Al-Farouq Aminu,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov
201201090DEN,2012,DEN,NOH,27,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,Al-Farouq Aminu,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli
201201090DEN,2012,NOH,DEN,31,Al-Farouq Aminu,Carl Landry,Emeka Okafor,Jarrett Jack,Marco Belinelli,Arron Afflalo,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson
201201090DEN,2012,NOH,DEN,33,Carl Landry,Carldell Johnson,DaJuan Summers,Emeka Okafor,Jarrett Jack,Al Harrington,Danilo Gallinari,Kosta Koufos,Rudy Fernandez,Ty Lawson
201201090DEN,2012,NOH,DEN,36,Carl Landry,Carldell Johnson,Chris Kaman,DaJuan Summers,Greivis Vasquez,Al Harrington,Danilo Gallinari,Kosta Koufos,Rudy Fernandez,Ty Lawson
201201090DEN,2012,NOH,DEN,37,Carl Landry,Carldell Johnson,Chris Kaman,DaJuan Summers,Greivis Vasquez,Al Harrington,Arron Afflalo,Kosta Koufos,Rudy Fernandez,Ty Lawson
201201090DEN,2012,DEN,NOH,39,Al Harrington,Andre Miller,Arron Afflalo,Kosta Koufos,Rudy Fernandez,Carl Landry,Chris Kaman,DaJuan Summers,Jarrett Jack,Marco Belinelli
201201090DEN,2012,NOH,DEN,42,Carl Landry,Chris Kaman,DaJuan Summers,Jarrett Jack,Marco Belinelli,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Ty Lawson
201201090DEN,2012,NOH,DEN,43,Carl Landry,Chris Kaman,DaJuan Summers,Jarrett Jack,Marco Belinelli,Arron Afflalo,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson
201201090DEN,2012,DEN,NOH,45,Arron Afflalo,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Carl Landry,DaJuan Summers,Emeka Okafor,Jarrett Jack,Marco Belinelli
201201090DEN,2012,NOH,DEN,46,Carl Landry,Carldell Johnson,DaJuan Summers,Emeka Okafor,Jarrett Jack,Arron Afflalo,Corey Brewer,Danilo Gallinari,Nene Hilario,Ty Lawson
201201110DEN,2012,NJN,DEN,0,Anthony Morrow,Deron Williams,Johan Petro,Kris Humphries,MarShon Brooks,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov
201201110DEN,2012,NJN,DEN,7,Anthony Morrow,Deron Williams,Mehmet Okur,Shawne Williams,Shelden Williams,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov
201201110DEN,2012,DEN,NJN,8,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Anthony Morrow,Deron Williams,Mehmet Okur,Shawne Williams,Shelden Williams
201201110DEN,2012,DEN,NJN,9,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Anthony Morrow,Deron Williams,Mehmet Okur,Shawne Williams,Shelden Williams
201201110DEN,2012,NJN,DEN,10,Anthony Morrow,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez
201201110DEN,2012,NJN,DEN,11,Anthony Morrow,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Al Harrington,Chris Andersen,Danilo Gallinari,Julyan Stone,Rudy Fernandez
201201110DEN,2012,NJN,DEN,14,Anthony Morrow,Deron Williams,Johan Petro,Jordan Farmar,Kris Humphries,Al Harrington,Chris Andersen,Danilo Gallinari,Julyan Stone,Rudy Fernandez
201201110DEN,2012,DEN,NJN,15,Al Harrington,Chris Andersen,Corey Brewer,Julyan Stone,Rudy Fernandez,Anthony Morrow,Deron Williams,Jordan Farmar,Kris Humphries,Mehmet Okur
201201110DEN,2012,DEN,NJN,17,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,Anthony Morrow,Deron Williams,Jordan Farmar,Kris Humphries,Shelden Williams
201201110DEN,2012,NJN,DEN,18,Anthony Morrow,Deron Williams,Kris Humphries,MarShon Brooks,Shelden Williams,Al Harrington,Andre Miller,Corey Brewer,Nene Hilario,Rudy Fernandez
201201110DEN,2012,DEN,NJN,19,Andre Miller,Arron Afflalo,Corey Brewer,Nene Hilario,Rudy Fernandez,Anthony Morrow,Deron Williams,MarShon Brooks,Shawne Williams,Shelden Williams
201201110DEN,2012,NJN,DEN,20,Anthony Morrow,Deron Williams,MarShon Brooks,Shawne Williams,Shelden Williams,Andre Miller,Arron Afflalo,Corey Brewer,Danilo Gallinari,Nene Hilario
201201110DEN,2012,DEN,NJN,22,Andre Miller,Arron Afflalo,Corey Brewer,Danilo Gallinari,Nene Hilario,Deron Williams,Johan Petro,MarShon Brooks,Shawne Williams,Sundiata Gaines
201201110DEN,2012,NJN,DEN,25,Anthony Morrow,Deron Williams,Kris Humphries,MarShon Brooks,Mehmet Okur,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov
201201110DEN,2012,NJN,DEN,31,Anthony Morrow,Deron Williams,Kris Humphries,MarShon Brooks,Mehmet Okur,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Danilo Gallinari
201201110DEN,2012,DEN,NJN,32,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Danilo Gallinari,Anthony Morrow,Deron Williams,Kris Humphries,Shawne Williams,Sundiata Gaines
201201110DEN,2012,NJN,DEN,33,Anthony Morrow,Deron Williams,Shawne Williams,Shelden Williams,Sundiata Gaines,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Danilo Gallinari
201201110DEN,2012,DEN,NJN,34,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Anthony Morrow,Jordan Farmar,Shawne Williams,Shelden Williams,Sundiata Gaines
201201110DEN,2012,NJN,DEN,35,Jordan Farmar,MarShon Brooks,Shawne Williams,Shelden Williams,Sundiata Gaines,Al Harrington,Chris Andersen,Corey Brewer,Danilo Gallinari,Rudy Fernandez
201201110DEN,2012,NJN,DEN,37,Deron Williams,Jordan Farmar,Kris Humphries,MarShon Brooks,Shawne Williams,Al Harrington,Chris Andersen,Corey Brewer,Danilo Gallinari,Rudy Fernandez
201201110DEN,2012,NJN,DEN,38,Deron Williams,Jordan Farmar,Kris Humphries,MarShon Brooks,Shawne Williams,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez
201201110DEN,2012,DEN,NJN,40,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez,Deron Williams,Jordan Farmar,Kris Humphries,MarShon Brooks,Shawne Williams
201201110DEN,2012,DEN,NJN,41,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez,Anthony Morrow,Jordan Farmar,Kris Humphries,MarShon Brooks,Shawne Williams
201201110DEN,2012,NJN,DEN,43,Anthony Morrow,Jordan Farmar,Kris Humphries,MarShon Brooks,Shawne Williams,Al Harrington,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez
201201110DEN,2012,NJN,DEN,44,Anthony Morrow,Deron Williams,Jordan Farmar,Kris Humphries,Shawne Williams,Al Harrington,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez
201201110DEN,2012,NJN,DEN,46,Anthony Morrow,Jordan Farmar,Kris Humphries,Shawne Williams,Sundiata Gaines,Al Harrington,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez
201201130DEN,2012,DEN,MIA,0,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Chris Bosh,Dwyane Wade,Joel Anthony,LeBron James,Mario Chalmers
201201130DEN,2012,DEN,MIA,6,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Timofey Mozgov,Ty Lawson,Chris Bosh,Dwyane Wade,Joel Anthony,LeBron James,Mario Chalmers
201201130DEN,2012,DEN,MIA,9,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov,Dexter Pittman,LeBron James,Mario Chalmers,Shane Battier,Udonis Haslem
201201130DEN,2012,MIA,DEN,11,Dexter Pittman,LeBron James,Norris Cole,Shane Battier,Udonis Haslem,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov
201201130DEN,2012,MIA,DEN,12,Dexter Pittman,LeBron James,Norris Cole,Shane Battier,Udonis Haslem,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez
201201130DEN,2012,MIA,DEN,13,Chris Bosh,Dwyane Wade,Norris Cole,Shane Battier,Udonis Haslem,Al Harrington,Andre Miller,Corey Brewer,Nene Hilario,Rudy Fernandez
201201130DEN,2012,MIA,DEN,15,Chris Bosh,Dwyane Wade,Norris Cole,Shane Battier,Udonis Haslem,Andre Miller,Corey Brewer,Nene Hilario,Rudy Fernandez,Ty Lawson
